model,seed,detection_auc_mean,detection_auc_std,real_train_auc,synthetic_train_auc,efficacy_ratio,real_train_rows,synthetic_rows,gan_data_dim,feature_dim,condition_dim
cGAN,42,0.9999933087526185,1.501874257026124e-06,0.9073812576092114,0.8346796264006109,0.9198775260135343,26048,26048,115,113,2
