real_unique_categorical_combinations,synthetic_unique_categorical_combinations,categorical_combination_coverage,mean_numeric_variance_ratio,min_numeric_variance_ratio,max_numeric_variance_ratio
8296,27,0.0032545805207328834,0.41496312618255615,0.001438042032532394,1.3059762716293335
