epoch,discriminator_loss,generator_loss,d_real_score,d_fake_score
1,0.6669982471088372,1.6408156162441367,0.728440248730159,0.25865900649292634
2,0.6000286376122201,1.7392608812539885,0.7951793623442697,0.23619366606863418
3,0.6280364789585076,1.753703264906855,0.7922933007230853,0.2387114053610528
4,0.5711352161251673,1.9339270072408241,0.8086531109148913,0.2058008602350065
5,0.4131240549654064,2.30107047416196,0.856548017204398,0.15073346774471869
6,0.3560851940719208,2.6086578959285625,0.8855249297500837,0.12850711251249408
7,0.3141291309701334,2.860135024136836,0.9015776515007019,0.11138472661818608
8,0.33366892700738243,2.9319199595120873,0.8995981611827812,0.10574701155471329
9,0.3843686855075383,2.707824445006871,0.8832913654865605,0.11830096861513534
10,0.3509865997746439,2.8452542489117914,0.8936582101453648,0.11025490943748172
11,0.41749128551766423,2.690624220536487,0.876672080247709,0.12313193945896507
12,0.41283714151618506,2.5674588845507933,0.8758936294234625,0.13018683152328622
13,0.4232841671103298,2.5830957323017687,0.8734631744941862,0.1305039564866831
14,0.3794545032600365,2.7106780864224573,0.886382008543109,0.11503496131684521
15,0.36901905365509563,2.738482642881941,0.8914345001230145,0.11144842760692729
16,0.41483699508232647,2.586551831500365,0.8800732918304972,0.12198389587130877
17,0.41452318843048397,2.512541678872439,0.8779974261132797,0.12429910986730368
18,0.42948359959196336,2.487767514615956,0.8725295161256695,0.1303659856024355
19,0.43154151781950845,2.5425215168754653,0.8714584749523956,0.12805889701784248
20,0.42445012750011857,2.5058245564451314,0.8719449084584076,0.129287286486366
21,0.4120460978829035,2.5222997948674872,0.8761659069816665,0.12574948104891445
22,0.408730418375223,2.5358675706504594,0.879121991667417,0.12240759069376653
23,0.42564438917849323,2.44844646501069,0.8713177879257957,0.1264570417380569
24,0.40862799103897396,2.468531306427304,0.8779928932095519,0.12514235868607418
25,0.4181488292052014,2.4984110015453678,0.8749308662839456,0.12466692865485011
26,0.4591040841423639,2.4245725173761348,0.8634939335360385,0.13659513232731582
27,0.4608144299818738,2.3320598909170323,0.8585143685340881,0.14315785696305852
28,0.4411904068276434,2.4579819476250373,0.8672692167876971,0.13334790676242053
29,0.4729820666926922,2.3034890146538762,0.8557949862857857,0.14795916608654627
30,0.4638454917043743,2.359775920905689,0.8578104961036456,0.14418011962777316
31,0.4487904847258388,2.406654164342597,0.8618938769444381,0.1424053378476955
32,0.4562555297766582,2.439528835882055,0.8601973434486011,0.1393935456134305
33,0.4422238348144116,2.4172801617348547,0.866021978973162,0.13610379633927108
34,0.42844669624130327,2.435359574780606,0.8700445683875887,0.13195589413442235
35,0.4459495393946619,2.399943939530023,0.8648783918654565,0.1368891675726022
36,0.4296177569592353,2.402698259542484,0.8689841905442794,0.1343508390801968
37,0.43054192196024527,2.4394020798182723,0.8698365540787725,0.13258571413779022
38,0.4287934182303967,2.4327673085845345,0.8700681948425746,0.1328668980905325
