model,seed,detection_auc_mean,detection_auc_std,real_train_auc,synthetic_train_auc,efficacy_ratio,real_train_rows,synthetic_rows,gan_data_dim,feature_dim,condition_dim
GAN,123,0.9999995755332058,2.9390268058390776e-07,0.9018610970677453,0.7903366237799467,0.8763396340629369,26048,26048,115,113,2
