epoch,train_loss,val_loss
1,0.6913979530334473,0.6930302551814488
2,0.6924448576840487,0.6917883200304848
3,0.6918240633877841,0.7064401507377625
4,0.6929042393510992,0.6896240881511143
5,0.6809875585816123,0.6920658690588815
