model,seed,detection_auc_mean,detection_auc_std,real_train_auc,synthetic_train_auc,efficacy_ratio,real_train_rows,synthetic_rows,gan_data_dim,feature_dim,condition_dim
GAN,42,0.9999993102414594,6.255024108296691e-07,0.9073812576092114,0.8381215694063269,0.9236707970083363,26048,26048,115,113,2
