epoch,train_loss,val_loss
1,0.4958230495452881,0.07604580957974706
2,0.07372429526664993,0.053498364984989166
3,0.05469289828430523,0.05830397989068713
4,0.05044172460382635,0.05158551223576069
5,0.049280145357955586,0.05018506837742669
