model,seed,epochs,feature_matching_weight,final_discriminator_loss,final_generator_total_loss,final_generator_adversarial_loss,final_feature_matching_loss,final_d_real_score,final_d_fake_score,detection_auc_mean,detection_auc_std,real_train_auc,synthetic_train_auc,efficacy_ratio
FeatureMatchingGAN,42,300,10.0,0.45687645201635835,60.749840613639,3.364606963525904,5.738523362886788,0.8506028244991114,0.14726702673452916,0.9999952188531926,3.6580138861217044e-06,0.9073812576092114,0.8612174609479788,0.9491241456949794
