epoch,train_loss,val_loss
1,2.23832495320927,0.29172821768692564
2,0.24410773136399008,0.21808796801737376
3,0.2090437810529362,0.21355679099048888
4,0.2017293082042174,0.20116832213742392
5,0.18791695074601608,0.20359093589442118
