model,seed,detection_auc_mean,detection_auc_std,real_train_auc,synthetic_train_auc,efficacy_ratio,real_train_rows,synthetic_rows,gan_data_dim,feature_dim,condition_dim
cGAN,123,0.9999986263782907,1.7078137758508752e-06,0.9018610970677453,0.8065676523389942,0.8943368939645115,26048,26048,115,113,2
