epoch,train_loss,val_loss
1,0.6959215532649647,0.6927287791456495
2,0.6931729381734675,0.6906003909451621
3,0.6920286232774908,0.6848179612840924
4,0.6873205780982972,0.6956072407109397
5,0.6902142351323908,0.6808302104473114
