real_unique_categorical_combinations,synthetic_unique_categorical_combinations,categorical_combination_coverage,mean_numeric_variance_ratio,min_numeric_variance_ratio,max_numeric_variance_ratio
8296,23,0.002772420443587271,0.2939291298389435,8.472302397422027e-06,0.7401533722877502
