epoch,train_loss,val_loss
1,0.010415755889632484,0.009818968230060168
2,0.010245346404950726,0.007957321525152241
3,0.008254244982857597,0.008206985192373395
4,0.007994027757509188,0.008202339788632733
5,0.007404037632725456,0.007588784609522138
